,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
170,Associato,BARBAGALLO Annamaria,F,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2017,01 - Scienze matematiche e informatiche
171,Associato confermato,BARBANERA Franco,M,CATANIA,,INF/01,01/B1,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
172,Ricercatore,BARBANTE Paolo Francesco,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2017,01 - Scienze matematiche e informatiche
173,Associato,BARBATO David,M,PADOVA,,MAT/06,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
174,Associato,BARBERA Elvira,F,MESSINA,,MAT/07,01/A4,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2017,01 - Scienze matematiche e informatiche
175,Associato confermato,BARBERIS Bruno Giuseppe,M,TORINO,,MAT/07,01/A4,Matematica Giuseppe Peano,2017,01 - Scienze matematiche e informatiche
176,Ricercatore,BARBIERI Giuseppina Gerarda,F,SALERNO,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
177,Ordinario,BARBIERI VIALE Luca,M,MILANO,,MAT/02,01/A2,Matematica 'Federigo Enriques',2017,01 - Scienze matematiche e informatiche
178,Ordinario,BARBUTI Roberto,M,PISA,,INF/01,01/B1,INFORMATICA,2017,01 - Scienze matematiche e informatiche
179,Ordinario,BARCHIELLI Alberto,M,Politecnico di MILANO,,MAT/06,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
180,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BARCHIESI Marco,M,Napoli Federico II,,MAT/05,01/A3,"MATEMATICA E APPLICAZIONI ""RENATO CACCIOPPOLI""",2017,01 - Scienze matematiche e informatiche
181,Ordinario,BARCUCCI Elena,F,FIRENZE,,INF/01,01/B1,Matematica e Informatica Ulisse Dini(DIMAI),2017,01 - Scienze matematiche e informatiche
182,Ordinario,BARDARO Carlo,M,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2017,01 - Scienze matematiche e informatiche
183,Ordinario,BARDI Martino,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
184,Associato confermato,BARILE Margherita,F,BARI,,MAT/02,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
185,Associato,BARLA Annalisa,F,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2017,01 - Scienze matematiche e informatiche
186,Associato confermato,BARLETTA Elisabetta,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2017,01 - Scienze matematiche e informatiche
187,Ricercatore,BARLETTA Giuseppina,F,Mediterranea di REGGIO CALABRIA,,MAT/05,01/A3,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2017,01 - Scienze matematiche e informatiche
188,Associato,BARLETTI Luigi,M,FIRENZE,,MAT/07,01/A4,Matematica e Informatica Ulisse Dini(DIMAI),2017,01 - Scienze matematiche e informatiche
189,Associato confermato,BARLOTTI Marco,M,FIRENZE,,MAT/02,01/A2,Matematica e Informatica Ulisse Dini(DIMAI),2017,01 - Scienze matematiche e informatiche
190,Ordinario,BARNABEI Marilena,F,BOLOGNA,,MAT/02,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
191,Associato confermato,BAROGLIO Cristina,F,TORINO,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
192,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BARONI Paolo,M,PARMA,,MAT/05,01/A3,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2017,01 - Scienze matematiche e informatiche
193,Associato confermato,BARONTI Marco,M,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2017,01 - Scienze matematiche e informatiche
194,Ricercatore,BAROZZI Elisabetta,F,TRENTO,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
195,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BARRA Adriano,M,SALENTO,,MAT/07,01/A4,MATEMATICA E FISICA ENNIO DE GIORGI,2017,01 - Scienze matematiche e informatiche
196,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARRA Silvio,M,CAGLIARI,,INF/01,01/B1,MATEMATICA E INFORMATICA,2017,01 - Scienze matematiche e informatiche
197,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARRICELLI Barbara Rita,F,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2017,01 - Scienze matematiche e informatiche
198,Ricercatore,BARSANTI Michele,M,PISA,,MAT/07,01/A4,INGEGNERIA CIVILE E INDUSTRIALE,2017,01 - Scienze matematiche e informatiche
199,Associato confermato,BARTOCCI Claudio,M,GENOVA,,MAT/07,01/A4,Matematica (DIMA),2017,01 - Scienze matematiche e informatiche
200,Ricercatore,BARTOLETTI Massimo,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
201,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),BARTOLI Daniele,M,PERUGIA,,MAT/03,01/A2,MATEMATICA E INFORMATICA,2017,01 - Scienze matematiche e informatiche
202,Ordinario,BARTOLINI Maria Giuseppina,F,MODENA e REGGIO EMILIA,,MAT/04,01/A1,Educazione e scienze umane,2017,01 - Scienze matematiche e informatiche
203,Associato,BARTOLINI Novella,F,"ROMA ""La Sapienza""",,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
204,Ricercatore,BARTOLO Rossella,F,Politecnico di BARI,,MAT/05,01/A3,"Dipartimento di Meccanica, Matematica e Management",2017,01 - Scienze matematiche e informatiche
205,Ordinario,BARTOLONE Claudio,M,PALERMO,,MAT/03,01/A2,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
206,Associato,BARTOLUCCI Daniele,M,"ROMA ""Tor Vergata""",,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
207,Ordinario,BARUCCI Valentina,F,"ROMA ""La Sapienza""",,MAT/02,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
208,Associato,BARUTELLO Vivina Laura,F,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2017,01 - Scienze matematiche e informatiche
209,Ricercatore,BASILE Giada,F,"ROMA ""La Sapienza""",,MAT/07,01/A4,Matematica,2017,01 - Scienze matematiche e informatiche
210,Associato confermato,BASILE Nicola,M,BARI,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
211,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BASILE Pierpaolo,M,BARI,,INF/01,01/B1,INFORMATICA,2017,01 - Scienze matematiche e informatiche
212,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BASILICO Nicola,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2017,01 - Scienze matematiche e informatiche
213,Associato,BASSETTI Federico,M,PAVIA,,MAT/06,01/A3,MATEMATICA,2017,01 - Scienze matematiche e informatiche
214,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BASTIANELLI Francesco,M,BARI,,MAT/03,01/A2,MATEMATICA,2017,01 - Scienze matematiche e informatiche
215,Ricercatore,BATTAGLIA Fiammetta,F,FIRENZE,,MAT/03,01/A2,Matematica e Informatica Ulisse Dini(DIMAI),2017,01 - Scienze matematiche e informatiche
216,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),BATTAGLIA Luca,M,ROMA TRE,,MAT/05,01/A3,MATEMATICA E FISICA,2017,01 - Scienze matematiche e informatiche
217,Ordinario,BATTELLI Flaviano,M,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2017,01 - Scienze matematiche e informatiche
218,Ordinario,BATTIATO Sebastiano,M,CATANIA,,INF/01,01/B1,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
219,Ricercatore,BATTISTINI Egidio,M,Politecnico di MILANO,,MAT/06,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
220,Ordinario,BATTITI Roberto,M,TRENTO,,INF/01,01/B1,Ingegneria e Scienza dell'Informazione,2017,01 - Scienze matematiche e informatiche
221,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BAU' Giulio,M,PISA,,MAT/07,01/A4,MATEMATICA,2017,01 - Scienze matematiche e informatiche
222,Associato,BAUSO Dario,M,PALERMO,,MAT/09,01/A6,"Innovazione Industriale e Digitale (DIID) - Ingegneria Chimica, Gestionale, Informatica, Meccanica",2017,01 - Scienze matematiche e informatiche
223,Ricercatore,BAZZANELLA Danilo,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2017,01 - Scienze matematiche e informatiche
224,Associato confermato,BAZZANI Armando,M,BOLOGNA,,MAT/07,01/A4,"Fisica e Astronomia ""Augusto Righi",2017,01 - Scienze matematiche e informatiche
225,Ordinario,BAZZONI Silvana,F,PADOVA,,MAT/02,01/A2,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
226,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BECCARI Carolina Vittoria,F,BOLOGNA,,MAT/08,01/A5,MATEMATICA,2017,01 - Scienze matematiche e informatiche
227,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BECCUTI Marco,M,TORINO,,INF/01,01/B1,INFORMATICA,2017,01 - Scienze matematiche e informatiche
228,Associato,BEDULLI Lucio,M,L'AQUILA,,MAT/03,01/A2,Ingegneria e scienze dell'informazione e matematica,2017,01 - Scienze matematiche e informatiche
229,Ordinario,BEGHIN Luisa,F,"ROMA ""La Sapienza""",,MAT/06,01/A3,Scienze statistiche,2017,01 - Scienze matematiche e informatiche
230,Ordinario,BEIRAO DA VEIGA Lourenco,M,MILANO-BICOCCA,,MAT/08,01/A5,MATEMATICA E APPLICAZIONI,2017,01 - Scienze matematiche e informatiche
231,Associato,BELARDO Francesco,M,Napoli Federico II,,MAT/03,01/A2,"Matematica e Applicazioni ""Renato Caccioppoli""",2017,01 - Scienze matematiche e informatiche
232,Ricercatore,BELGIORNO Francesco Domenico,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2017,01 - Scienze matematiche e informatiche
233,Ordinario,BELLA Angelo,M,CATANIA,,MAT/03,01/A2,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
234,Associato confermato,BELLA Giampaolo,M,CATANIA,,INF/01,01/B1,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
235,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BELLANDI Valerio,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2017,01 - Scienze matematiche e informatiche
236,Associato confermato,BELLAVIA Stefania,F,FIRENZE,,MAT/08,01/A5,Ingegneria Industriale (DIEF),2017,01 - Scienze matematiche e informatiche
237,Ricercatore,BELLAZZINI Jacopo,M,SASSARI,,MAT/05,01/A3,"Scienze Politiche, Scienze della Comunicazione e Ingegneria dell'Informazione",2017,01 - Scienze matematiche e informatiche
238,Associato confermato,BELLETTINI Carlo Nicola Maria,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2017,01 - Scienze matematiche e informatiche
239,Ordinario,BELLETTINI Giovanni,M,SIENA,,MAT/05,01/A3,Ingegneria dellInformazione e Scienze Matematiche,2017,01 - Scienze matematiche e informatiche
240,Associato confermato,BELLIA Marco,M,PISA,,INF/01,01/B1,INFORMATICA,2017,01 - Scienze matematiche e informatiche
241,Ordinario,BELLISSIMA Fabio,M,SIENA,,MAT/04,01/A1,Ingegneria dellInformazione e Scienze Matematiche,2017,01 - Scienze matematiche e informatiche
242,Associato confermato,BELLONI Marino,M,PARMA,,MAT/05,01/A3,"Scienze Matematiche, Fisiche e Informatiche",2017,01 - Scienze matematiche e informatiche
243,Ordinario,BELTRAMETTI Mauro Carlo,M,GENOVA,,MAT/03,01/A2,Matematica (DIMA),2017,01 - Scienze matematiche e informatiche
244,Ricercatore,BENANTI Francesca Saviella,F,PALERMO,,MAT/02,01/A2,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
245,Ricercatore,BENASSI Carlo,M,MODENA e REGGIO EMILIA,,MAT/05,01/A3,"Scienze fisiche, informatiche e matematiche",2017,01 - Scienze matematiche e informatiche
246,Ricercatore,BENEDETTI Irene,F,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2017,01 - Scienze matematiche e informatiche
247,Ordinario,BENEDETTI Riccardo,M,PISA,,MAT/03,01/A2,MATEMATICA,2017,01 - Scienze matematiche e informatiche
248,Associato confermato,BENEDETTO Dario,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Matematica,2017,01 - Scienze matematiche e informatiche
249,Ricercatore,BENEDUCI Roberto Amerigo,M,della CALABRIA,,MAT/07,01/A4,Fisica,2017,01 - Scienze matematiche e informatiche
250,Associato confermato,BENERECETTI Massimo,M,Napoli Federico II,,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,2017,01 - Scienze matematiche e informatiche
251,Ordinario,BENETTIN Giancarlo,M,PADOVA,,MAT/07,01/A4,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
252,Ricercatore,BENINI Marco,M,INSUBRIA,,MAT/01,01/A1,Scienza e Alta Tecnologia,2017,01 - Scienze matematiche e informatiche
253,Ricercatore,BENVENUTI Silvia,F,CAMERINO,,MAT/03,01/A2,SCUOLA DI SCIENZE E TECNOLOGIE,2017,01 - Scienze matematiche e informatiche
254,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BENVENUTO Federico,M,GENOVA,,MAT/08,01/A5,MATEMATICA (DIMA),2017,01 - Scienze matematiche e informatiche
255,Ricercatore,BEORCHIA Valentina,F,TRIESTE,,MAT/03,01/A2,Matematica e Geoscienze,2017,01 - Scienze matematiche e informatiche
256,Associato confermato,BERALDI Patrizia,F,della CALABRIA,,MAT/09,01/A6,"Ingegneria Meccanica, Energetica e Gestionale - DIMEG",2017,01 - Scienze matematiche e informatiche
257,Ordinario,BERARDI Stefano,M,TORINO,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
258,Ordinario,BERARDUCCI Alessandro,M,PISA,,MAT/01,01/A1,MATEMATICA,2017,01 - Scienze matematiche e informatiche
259,Associato,BERCHIO Elvise,F,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2017,01 - Scienze matematiche e informatiche
260,Associato confermato,BERETTA Elena,F,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
261,Ordinario,BERGADANO Francesco,M,TORINO,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
262,Associato confermato,BERGAMASCHI Luca,M,PADOVA,,MAT/08,01/A5,"INGEGNERIA CIVILE, EDILE E AMBIENTALE - ICEA",2017,01 - Scienze matematiche e informatiche
263,Ricercatore,BERGENTI Federico,M,PARMA,,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",2017,01 - Scienze matematiche e informatiche
264,Ricercatore,BERGMANN Wolfgang Reinhold,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2017,01 - Scienze matematiche e informatiche
265,Associato confermato,BERNABEI Maria Simonetta,F,CAMERINO,,MAT/06,01/A3,SCUOLA DI SCIENZE E TECNOLOGIE,2017,01 - Scienze matematiche e informatiche
266,Associato,BERNARDI Alessandra,F,TRENTO,,MAT/02,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
267,Ordinario,BERNARDI Claudio,M,"ROMA ""La Sapienza""",,MAT/04,01/A1,Matematica,2017,01 - Scienze matematiche e informatiche
268,Ordinario,BERNARDI Enrico,M,BOLOGNA,,MAT/05,01/A3,"Scienze Statistiche ""Paolo Fortunati""",2017,01 - Scienze matematiche e informatiche
269,Ricercatore,BERNARDI Olga,F,PADOVA,,MAT/07,01/A4,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
270,Ricercatore,BERNARDINELLO Luca,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2017,01 - Scienze matematiche e informatiche
271,Associato confermato,BERNARDO Marco,M,Urbino Carlo Bo,,INF/01,01/B1,Scienze Pure e Applicate (DiSPeA),2017,01 - Scienze matematiche e informatiche
272,Associato,BERNASCONI Anna,F,PISA,,INF/01,01/B1,INFORMATICA,2017,01 - Scienze matematiche e informatiche
273,Ricercatore,BERNINI Antonio,M,FIRENZE,,INF/01,01/B1,Matematica e Informatica Ulisse Dini(DIMAI),2017,01 - Scienze matematiche e informatiche
274,Associato confermato,BERRETTI Alberto,M,"ROMA ""Tor Vergata""",,MAT/05,01/A3,Ingegneria Civile e Ingegneria Informatica,2017,01 - Scienze matematiche e informatiche
275,Associato confermato,BERRONE Stefano,M,Politecnico di TORINO,,MAT/08,01/A5,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2017,01 - Scienze matematiche e informatiche
276,Associato confermato,BERSANI Alberto Maria,M,"ROMA ""La Sapienza""",,MAT/05,01/A3,Ingegneria meccanica e aero-spaziale,2017,01 - Scienze matematiche e informatiche
277,Ordinario,BERSELLI Luigi Carlo,M,PISA,,MAT/05,01/A3,MATEMATICA,2017,01 - Scienze matematiche e informatiche
278,Associato,BERTACCHI Daniela,F,MILANO-BICOCCA,,MAT/06,01/A3,MATEMATICA E APPLICAZIONI,2017,01 - Scienze matematiche e informatiche
279,Associato confermato,BERTACCINI Daniele,M,"ROMA ""Tor Vergata""",,MAT/08,01/A5,Matematica,2017,01 - Scienze matematiche e informatiche
280,Ricercatore,BERTAPELLE Alessandra,F,PADOVA,,MAT/03,01/A2,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
281,Ordinario,BERTAZZI Luca,M,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2017,01 - Scienze matematiche e informatiche
282,Ordinario,BERTI Massimiliano,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,01/A3,AREA MATEMATICA,2017,01 - Scienze matematiche e informatiche
283,Ordinario,BERTINI MALGARINI Lorenzo,M,"ROMA ""La Sapienza""",,MAT/06,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
284,Associato,BERTOGNA Marko,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2017,01 - Scienze matematiche e informatiche
285,Ordinario,BERTOLA Marco,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/07,01/A4,AREA MATEMATICA,2017,01 - Scienze matematiche e informatiche
286,Associato confermato,BERTOLAZZI Enrico,M,TRENTO,,MAT/08,01/A5,Ingegneria Industriale,2017,01 - Scienze matematiche e informatiche
287,Associato,BERTOLIN Cristiana,F,TORINO,,MAT/03,01/A2,Matematica Giuseppe Peano,2017,01 - Scienze matematiche e informatiche
288,Associato confermato,BERTOLINI Marina,F,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2017,01 - Scienze matematiche e informatiche
289,Ordinario,BERTOLINI Massimo,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2017,01 - Scienze matematiche e informatiche
290,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BERTONE Cristina,F,TORINO,,MAT/02,01/A2,MATEMATICA GIUSEPPE PEANO,2017,01 - Scienze matematiche e informatiche
291,Ordinario,BERTOSSI Alan Albert,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2017,01 - Scienze matematiche e informatiche
292,Ordinario,BERTOTTI Maria Letizia,F,Libera Università di BOLZANO,Scienze e Tecnologie,MAT/07,01/A4,FACOLTA' DI INGEGNERIA,2017,01 - Scienze matematiche e informatiche
293,Ordinario,BERTSCH Michiel,M,"ROMA ""Tor Vergata""",,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
294,Associato,BESOZZI Daniela,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2017,01 - Scienze matematiche e informatiche
295,Associato confermato,BESSI Ugo,M,ROMA TRE,,MAT/05,01/A3,Matematica e Fisica,2017,01 - Scienze matematiche e informatiche
296,Associato confermato,BETTA Maria Francesca,F,"""Parthenope"" di NAPOLI",,MAT/05,01/A3,INGEGNERIA,2017,01 - Scienze matematiche e informatiche
297,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BETTIN Sandro,M,GENOVA,,MAT/05,01/A3,MATEMATICA (DIMA),2017,01 - Scienze matematiche e informatiche
298,Ordinario,BETTINI Claudio,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2017,01 - Scienze matematiche e informatiche
299,Associato,BETTINI Lorenzo,M,FIRENZE,,INF/01,01/B1,"Statistica, Informatica e Applicazioni 'G.Parenti' (DISIA)",2017,01 - Scienze matematiche e informatiche
300,Ricercatore,BIANCHI Alessandra,F,PADOVA,,MAT/06,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
301,Ricercatore,BIANCHI Alessandro,M,BARI,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
302,Ordinario,BIANCHI Gabriele,M,FIRENZE,,MAT/05,01/A3,Matematica e Informatica Ulisse Dini(DIMAI),2017,01 - Scienze matematiche e informatiche
303,Associato confermato,BIANCHI Mariagrazia,F,MILANO,,MAT/02,01/A2,Matematica 'Federigo Enriques',2017,01 - Scienze matematiche e informatiche
304,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BIANCHINI Chiara,F,FIRENZE,,MAT/05,01/A3,MATEMATICA E INFORMATICA ULISSE DINI(DIMAI),2017,01 - Scienze matematiche e informatiche
305,Associato,BIANCHINI Devis,M,BRESCIA,,INF/01,01/B1,INGEGNERIA DELL'INFORMAZIONE,2017,01 - Scienze matematiche e informatiche
306,Ordinario,BIANCHINI Stefano,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,01/A3,AREA MATEMATICA,2017,01 - Scienze matematiche e informatiche
307,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BIANCO Simone,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2017,01 - Scienze matematiche e informatiche
308,Ordinario,BIASCO Luca,M,ROMA TRE,,MAT/05,01/A3,Matematica e Fisica,2017,01 - Scienze matematiche e informatiche
309,Ricercatore,BIAZZO Veronica,F,CATANIA,,MAT/06,01/A3,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
310,Ricercatore,BIGATTI Anna Maria,F,GENOVA,,MAT/02,01/A2,Matematica (DIMA),2017,01 - Scienze matematiche e informatiche
311,Associato,BIGI Giancarlo,M,PISA,,MAT/09,01/A6,INFORMATICA,2017,01 - Scienze matematiche e informatiche
312,Associato,BILIOTTI Leonardo,M,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2017,01 - Scienze matematiche e informatiche
